Índice de Gini  (Atlas DH - PNADC/A)
Sigla,Código,Brasil,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
BR,0,Brasil,0.54,0.532,0.526,0.524,0.537,0.539,0.545,0.544,0.524,0.544,0.518,
