"1996"	0.34	0.33
"1997"	0.37	0.36
"1998"	0.38	0.37
"1999"	0.38	0.37
"2000"	0.37	0.36
"2001"	0.37	0.36
"2002"	0.37	0.36
"2003"	0.36	0.35
"2004"	0.36	0.36
"2005"	0.37	0.36
"2006"	0.36	0.36
"2007"	0.37	0.37
